LegacyContractId;LegacyCustomerId;SubscriberNo;TargetCustomerId;SourceCustomerType;ExpectedCustomerTypeId;ExpectedCustomerType;ActualCustomerTypeId;ActualCustomerType;IssueCodes
"28818";"87958";;;;;;;;"CUSTOMER_ORPHAN"
"28819";"87947";;;;;;;;"CUSTOMER_ORPHAN"
"28820";"87948";;;;;;;;"CUSTOMER_ORPHAN"
"28821";"87949";;;;;;;;"CUSTOMER_ORPHAN"
"28822";"87950";;;;;;;;"CUSTOMER_ORPHAN"
"28823";"87951";;;;;;;;"CUSTOMER_ORPHAN"
"28824";"87952";;;;;;;;"CUSTOMER_ORPHAN"
"28825";"87941";;;;;;;;"CUSTOMER_ORPHAN"
"28826";"87942";;;;;;;;"CUSTOMER_ORPHAN"
"28827";"87943";;;;;;;;"CUSTOMER_ORPHAN"
"28828";"87944";;;;;;;;"CUSTOMER_ORPHAN"
"28829";"87945";;;;;;;;"CUSTOMER_ORPHAN"
"28830";"87946";;;;;;;;"CUSTOMER_ORPHAN"
"28831";"87935";;;;;;;;"CUSTOMER_ORPHAN"
"28832";"87936";;;;;;;;"CUSTOMER_ORPHAN"
"28833";"87937";;;;;;;;"CUSTOMER_ORPHAN"
"28834";"87938";;;;;;;;"CUSTOMER_ORPHAN"
"28835";"87939";;;;;;;;"CUSTOMER_ORPHAN"
"28836";"87940";;;;;;;;"CUSTOMER_ORPHAN"
"28837";"87929";;;;;;;;"CUSTOMER_ORPHAN"
"28838";"87930";;;;;;;;"CUSTOMER_ORPHAN"
"28839";"87931";;;;;;;;"CUSTOMER_ORPHAN"
"28840";"87932";;;;;;;;"CUSTOMER_ORPHAN"
"28841";"87933";;;;;;;;"CUSTOMER_ORPHAN"
"28842";"87934";;;;;;;;"CUSTOMER_ORPHAN"
"28845";"88165";;;;;;;;"CUSTOMER_ORPHAN"
"28846";"88188";;;;;;;;"CUSTOMER_ORPHAN"
"28847";"88189";;;;;;;;"CUSTOMER_ORPHAN"
"28848";"88548";;;;;;;;"CUSTOMER_ORPHAN"
"28850";"88550";;;;;;;;"CUSTOMER_ORPHAN"
"28852";"88552";;;;;;;;"CUSTOMER_ORPHAN"
"28854";"88602";;;;;;;;"CUSTOMER_ORPHAN"
"28857";"88598";;;;;;;;"CUSTOMER_ORPHAN"
"28859";"88600";;;;;;;;"CUSTOMER_ORPHAN"
"28860";"88601";;;;;;;;"CUSTOMER_ORPHAN"
"28866";"88595";;;;;;;;"CUSTOMER_ORPHAN"
"28891";"88560";;;;;;;;"CUSTOMER_ORPHAN"
"28894";"88563";;;;;;;;"CUSTOMER_ORPHAN"
"28899";"88556";;;;;;;;"CUSTOMER_ORPHAN"
"28902";"88559";;;;;;;;"CUSTOMER_ORPHAN"
"28906";"88711";;;;;;;;"CUSTOMER_ORPHAN"
"28907";"88712";;;;;;;;"CUSTOMER_ORPHAN"
"28911";"88722";;;;;;;;"CUSTOMER_ORPHAN"
"28914";"88714";;;;;;;;"CUSTOMER_ORPHAN"
"28915";"88715";;;;;;;;"CUSTOMER_ORPHAN"
"28977";"88556";;;;;;;;"CUSTOMER_ORPHAN"
"28979";"88563";;;;;;;;"CUSTOMER_ORPHAN"
"28980";"88715";;;;;;;;"CUSTOMER_ORPHAN"
"28981";"88722";;;;;;;;"CUSTOMER_ORPHAN"
"28987";"88602";;;;;;;;"CUSTOMER_ORPHAN"
"28989";"88560";;;;;;;;"CUSTOMER_ORPHAN"
"29";"2441";;;;;;;;"CUSTOMER_ORPHAN"
"29007";"93773";;;;;;;;"CUSTOMER_ORPHAN"
"29011";"94367";;;;;;;;"CUSTOMER_ORPHAN"
"29039";"95675";;;;;;;;"CUSTOMER_ORPHAN"
"29041";"95688";;;;;;;;"CUSTOMER_ORPHAN"
"29047";"95866";;;;;;;;"CUSTOMER_ORPHAN"
"30117";"98608";;;;;;;;"CUSTOMER_ORPHAN"
"30118";"98636";;;;;;;;"CUSTOMER_ORPHAN"
"30119";"98660";;;;;;;;"CUSTOMER_ORPHAN"
"30142";"99495";;;;;;;;"CUSTOMER_ORPHAN"
"30143";"99496";;;;;;;;"CUSTOMER_ORPHAN"
"30156";"99644";;;;;;;;"CUSTOMER_ORPHAN"
"30293";"99678";;;;;;;;"CUSTOMER_ORPHAN"
"31416";"104678";;;;;;;;"CUSTOMER_ORPHAN"
"31442";"105524";;;;;;;;"CUSTOMER_ORPHAN"
"31443";"105524";;;;;;;;"CUSTOMER_ORPHAN"
"32478";"107093";;;;;;;;"CUSTOMER_ORPHAN"
"32504";"108215";;;;;;;;"CUSTOMER_ORPHAN"
"32518";"108497";;;;;;;;"CUSTOMER_ORPHAN"
"32545";"109131";;;;;;;;"CUSTOMER_ORPHAN"
"32546";"109132";;;;;;;;"CUSTOMER_ORPHAN"
"32547";"109133";;;;;;;;"CUSTOMER_ORPHAN"
"32548";"109134";;;;;;;;"CUSTOMER_ORPHAN"
"32549";"109135";;;;;;;;"CUSTOMER_ORPHAN"
"32550";"109136";;;;;;;;"CUSTOMER_ORPHAN"
"32551";"109137";;;;;;;;"CUSTOMER_ORPHAN"
"32552";"109138";;;;;;;;"CUSTOMER_ORPHAN"
"32553";"109139";;;;;;;;"CUSTOMER_ORPHAN"
"32554";"109140";;;;;;;;"CUSTOMER_ORPHAN"
"32555";"109141";;;;;;;;"CUSTOMER_ORPHAN"
"32556";"109158";;;;;;;;"CUSTOMER_ORPHAN"
"32557";"109159";;;;;;;;"CUSTOMER_ORPHAN"
"32558";"109160";;;;;;;;"CUSTOMER_ORPHAN"
"32559";"109161";;;;;;;;"CUSTOMER_ORPHAN"
"32560";"109162";;;;;;;;"CUSTOMER_ORPHAN"
"32561";"109163";;;;;;;;"CUSTOMER_ORPHAN"
"32562";"109164";;;;;;;;"CUSTOMER_ORPHAN"
"32563";"109165";;;;;;;;"CUSTOMER_ORPHAN"
"32610";"109972";;;;;;;;"CUSTOMER_ORPHAN"
"32611";"109972";;;;;;;;"CUSTOMER_ORPHAN"
"32635";"110478";;;;;;;;"CUSTOMER_ORPHAN"
"32804";"115703";;;;;;;;"CUSTOMER_ORPHAN"
"32805";"115704";;;;;;;;"CUSTOMER_ORPHAN"
"32806";"115705";;;;;;;;"CUSTOMER_ORPHAN"
"32809";"115725";;;;;;;;"CUSTOMER_ORPHAN"
"32934";"118029";;;;;;;;"CUSTOMER_ORPHAN"
"33016";"119642";;;;;;;;"CUSTOMER_ORPHAN"
"33029";"119876";;;;;;;;"CUSTOMER_ORPHAN"
"33032";"119896";;;;;;;;"CUSTOMER_ORPHAN"
"33033";"119897";;;;;;;;"CUSTOMER_ORPHAN"
"33034";"119898";;;;;;;;"CUSTOMER_ORPHAN"
"33035";"119899";;;;;;;;"CUSTOMER_ORPHAN"
"33036";"119900";;;;;;;;"CUSTOMER_ORPHAN"
"33038";"119915";;;;;;;;"CUSTOMER_ORPHAN"
"33039";"119916";;;;;;;;"CUSTOMER_ORPHAN"
"33040";"119917";;;;;;;;"CUSTOMER_ORPHAN"
"33041";"119918";;;;;;;;"CUSTOMER_ORPHAN"
"33042";"119919";;;;;;;;"CUSTOMER_ORPHAN"
"33043";"119920";;;;;;;;"CUSTOMER_ORPHAN"
"33044";"119921";;;;;;;;"CUSTOMER_ORPHAN"
"33045";"119922";;;;;;;;"CUSTOMER_ORPHAN"
"33046";"119931";;;;;;;;"CUSTOMER_ORPHAN"
"33047";"119933";;;;;;;;"CUSTOMER_ORPHAN"
"33048";"119934";;;;;;;;"CUSTOMER_ORPHAN"
"33049";"119935";;;;;;;;"CUSTOMER_ORPHAN"
"33050";"119936";;;;;;;;"CUSTOMER_ORPHAN"
"33051";"119937";;;;;;;;"CUSTOMER_ORPHAN"
"33052";"119938";;;;;;;;"CUSTOMER_ORPHAN"
"33053";"119939";;;;;;;;"CUSTOMER_ORPHAN"
"33054";"119940";;;;;;;;"CUSTOMER_ORPHAN"
"33055";"119941";;;;;;;;"CUSTOMER_ORPHAN"
"33058";"119944";;;;;;;;"CUSTOMER_ORPHAN"
"33063";"119949";;;;;;;;"CUSTOMER_ORPHAN"
"33064";"119950";;;;;;;;"CUSTOMER_ORPHAN"
"33067";"119954";;;;;;;;"CUSTOMER_ORPHAN"
"33069";"120558";;;;;;;;"CUSTOMER_ORPHAN"
"38500";"125314";;;;;;;;"CUSTOMER_ORPHAN"
"38516";"126546";;;;;;;;"CUSTOMER_ORPHAN"
"38521";"126861";;;;;;;;"CUSTOMER_ORPHAN"
"40156";"57008";;;;;;;;"CUSTOMER_ORPHAN"
"40157";"56011";;;;;;;;"CUSTOMER_ORPHAN"
"40480";"35400";;;;;;;;"CUSTOMER_ORPHAN"
"40481";"35714";;;;;;;;"CUSTOMER_ORPHAN"
"40569";"62521";;;;;;;;"CUSTOMER_ORPHAN"
"40843";"75978";;;;;;;;"CUSTOMER_ORPHAN"
"41120";"88548";;;;;;;;"CUSTOMER_ORPHAN"
"41122";"88550";;;;;;;;"CUSTOMER_ORPHAN"
"41124";"88552";;;;;;;;"CUSTOMER_ORPHAN"
"41128";"88556";;;;;;;;"CUSTOMER_ORPHAN"
"41131";"88559";;;;;;;;"CUSTOMER_ORPHAN"
"41135";"88563";;;;;;;;"CUSTOMER_ORPHAN"
"41167";"88595";;;;;;;;"CUSTOMER_ORPHAN"
"41168";"88596";;;;;;;;"CUSTOMER_ORPHAN"
"41170";"88598";;;;;;;;"CUSTOMER_ORPHAN"
"41171";"88599";;;;;;;;"CUSTOMER_ORPHAN"
"41172";"88600";;;;;;;;"CUSTOMER_ORPHAN"
"41173";"88601";;;;;;;;"CUSTOMER_ORPHAN"
"41174";"88602";;;;;;;;"CUSTOMER_ORPHAN"
"41178";"88711";;;;;;;;"CUSTOMER_ORPHAN"
"41179";"88712";;;;;;;;"CUSTOMER_ORPHAN"
"41181";"88714";;;;;;;;"CUSTOMER_ORPHAN"
"41182";"88715";;;;;;;;"CUSTOMER_ORPHAN"
"41189";"88722";;;;;;;;"CUSTOMER_ORPHAN"
"41232";"62521";;;;;;;;"CUSTOMER_ORPHAN"
"41396";"35400";;;;;;;;"CUSTOMER_ORPHAN"
"41399";"35714";;;;;;;;"CUSTOMER_ORPHAN"
"42057";"56011";;;;;;;;"CUSTOMER_ORPHAN"
"42058";"57008";;;;;;;;"CUSTOMER_ORPHAN"
"42637";"88548";;;;;;;;"CUSTOMER_ORPHAN"
"42639";"88550";;;;;;;;"CUSTOMER_ORPHAN"
"42641";"88552";;;;;;;;"CUSTOMER_ORPHAN"
"42651";"88722";;;;;;;;"CUSTOMER_ORPHAN"
"42655";"88714";;;;;;;;"CUSTOMER_ORPHAN"
"42656";"88715";;;;;;;;"CUSTOMER_ORPHAN"
"42660";"88602";;;;;;;;"CUSTOMER_ORPHAN"
"42664";"88711";;;;;;;;"CUSTOMER_ORPHAN"
"42665";"88712";;;;;;;;"CUSTOMER_ORPHAN"
"42666";"88596";;;;;;;;"CUSTOMER_ORPHAN"
"42668";"88598";;;;;;;;"CUSTOMER_ORPHAN"
"42669";"88599";;;;;;;;"CUSTOMER_ORPHAN"
"42670";"88600";;;;;;;;"CUSTOMER_ORPHAN"
"42671";"88601";;;;;;;;"CUSTOMER_ORPHAN"
"42675";"88593";;;;;;;;"CUSTOMER_ORPHAN"
"42677";"88595";;;;;;;;"CUSTOMER_ORPHAN"
"42705";"88563";;;;;;;;"CUSTOMER_ORPHAN"
"42710";"88556";;;;;;;;"CUSTOMER_ORPHAN"
"42713";"88559";;;;;;;;"CUSTOMER_ORPHAN"
"42754";"75978";;;;;;;;"CUSTOMER_ORPHAN"
"43077";"131401";;;;;;;;"CUSTOMER_ORPHAN"
"44110";"132761";;;;;;;;"CUSTOMER_ORPHAN"
"44117";"132920";;;;;;;;"CUSTOMER_ORPHAN"
"44120";"132959";;;;;;;;"CUSTOMER_ORPHAN"
"44121";"132982";;;;;;;;"CUSTOMER_ORPHAN"
"44122";"132992";;;;;;;;"CUSTOMER_ORPHAN"
"44123";"133001";;;;;;;;"CUSTOMER_ORPHAN"
"44124";"133012";;;;;;;;"CUSTOMER_ORPHAN"
"44125";"133021";;;;;;;;"CUSTOMER_ORPHAN"
"44126";"133033";;;;;;;;"CUSTOMER_ORPHAN"
"44127";"133042";;;;;;;;"CUSTOMER_ORPHAN"
"44128";"133058";;;;;;;;"CUSTOMER_ORPHAN"
"44215";"133519";;;;;;;;"CUSTOMER_ORPHAN"
"44218";"133522";;;;;;;;"CUSTOMER_ORPHAN"
"44486";"149411";;;;;;;;"CUSTOMER_ORPHAN"
"44497";"154493";;;;;;;;"CUSTOMER_ORPHAN"
"45796";"209871";;;;;;;;"CUSTOMER_ORPHAN"
"45832";"213133";;;;;;;;"CUSTOMER_ORPHAN"
"45840";"213299";;;;;;;;"CUSTOMER_ORPHAN"
"45841";"213329";;;;;;;;"CUSTOMER_ORPHAN"
"45870";"215411";;;;;;;;"CUSTOMER_ORPHAN"
"45871";"215284";;;;;;;;"CUSTOMER_ORPHAN"
"45872";"215285";;;;;;;;"CUSTOMER_ORPHAN"
"45873";"215286";;;;;;;;"CUSTOMER_ORPHAN"
"45874";"215287";;;;;;;;"CUSTOMER_ORPHAN"
"45875";"215288";;;;;;;;"CUSTOMER_ORPHAN"
"45876";"215289";;;;;;;;"CUSTOMER_ORPHAN"
"45877";"215423";;;;;;;;"CUSTOMER_ORPHAN"
"45878";"215424";;;;;;;;"CUSTOMER_ORPHAN"
"45879";"215425";;;;;;;;"CUSTOMER_ORPHAN"
"45880";"215426";;;;;;;;"CUSTOMER_ORPHAN"
"45881";"215417";;;;;;;;"CUSTOMER_ORPHAN"
"45882";"215418";;;;;;;;"CUSTOMER_ORPHAN"
"45883";"215419";;;;;;;;"CUSTOMER_ORPHAN"
"45884";"215420";;;;;;;;"CUSTOMER_ORPHAN"
"45885";"215421";;;;;;;;"CUSTOMER_ORPHAN"
"45886";"215422";;;;;;;;"CUSTOMER_ORPHAN"
"45887";"215410";;;;;;;;"CUSTOMER_ORPHAN"
"45888";"215412";;;;;;;;"CUSTOMER_ORPHAN"
"45889";"215413";;;;;;;;"CUSTOMER_ORPHAN"
"45890";"215414";;;;;;;;"CUSTOMER_ORPHAN"
"45891";"215415";;;;;;;;"CUSTOMER_ORPHAN"
"45892";"215416";;;;;;;;"CUSTOMER_ORPHAN"
"45893";"215404";;;;;;;;"CUSTOMER_ORPHAN"
"45894";"215405";;;;;;;;"CUSTOMER_ORPHAN"
"45895";"215406";;;;;;;;"CUSTOMER_ORPHAN"
"45896";"215407";;;;;;;;"CUSTOMER_ORPHAN"
"45897";"215408";;;;;;;;"CUSTOMER_ORPHAN"
"45898";"215409";;;;;;;;"CUSTOMER_ORPHAN"
"45899";"215398";;;;;;;;"CUSTOMER_ORPHAN"
"45900";"215399";;;;;;;;"CUSTOMER_ORPHAN"
"45901";"215400";;;;;;;;"CUSTOMER_ORPHAN"
"45902";"215401";;;;;;;;"CUSTOMER_ORPHAN"
"45903";"215402";;;;;;;;"CUSTOMER_ORPHAN"
"45904";"215403";;;;;;;;"CUSTOMER_ORPHAN"
"45905";"215392";;;;;;;;"CUSTOMER_ORPHAN"
"45906";"215393";;;;;;;;"CUSTOMER_ORPHAN"
"45907";"215394";;;;;;;;"CUSTOMER_ORPHAN"
"45908";"215395";;;;;;;;"CUSTOMER_ORPHAN"
"45909";"215396";;;;;;;;"CUSTOMER_ORPHAN"
"45910";"215397";;;;;;;;"CUSTOMER_ORPHAN"
"45911";"215386";;;;;;;;"CUSTOMER_ORPHAN"
"45912";"215387";;;;;;;;"CUSTOMER_ORPHAN"
"45913";"215388";;;;;;;;"CUSTOMER_ORPHAN"
"45914";"215389";;;;;;;;"CUSTOMER_ORPHAN"
"45915";"215390";;;;;;;;"CUSTOMER_ORPHAN"
"45916";"215391";;;;;;;;"CUSTOMER_ORPHAN"
"45917";"215380";;;;;;;;"CUSTOMER_ORPHAN"
"45918";"215381";;;;;;;;"CUSTOMER_ORPHAN"
"45919";"215382";;;;;;;;"CUSTOMER_ORPHAN"
"45920";"215383";;;;;;;;"CUSTOMER_ORPHAN"
"45921";"215384";;;;;;;;"CUSTOMER_ORPHAN"
"45922";"215385";;;;;;;;"CUSTOMER_ORPHAN"
"45923";"215374";;;;;;;;"CUSTOMER_ORPHAN"
"45924";"215375";;;;;;;;"CUSTOMER_ORPHAN"
"45925";"215376";;;;;;;;"CUSTOMER_ORPHAN"
"45926";"215377";;;;;;;;"CUSTOMER_ORPHAN"
"45927";"215378";;;;;;;;"CUSTOMER_ORPHAN"
"45928";"215379";;;;;;;;"CUSTOMER_ORPHAN"
"45929";"215368";;;;;;;;"CUSTOMER_ORPHAN"
"45930";"215369";;;;;;;;"CUSTOMER_ORPHAN"
"45931";"215370";;;;;;;;"CUSTOMER_ORPHAN"
"45932";"215371";;;;;;;;"CUSTOMER_ORPHAN"
"45933";"215372";;;;;;;;"CUSTOMER_ORPHAN"
"45934";"215373";;;;;;;;"CUSTOMER_ORPHAN"
"45935";"215362";;;;;;;;"CUSTOMER_ORPHAN"
"45936";"215363";;;;;;;;"CUSTOMER_ORPHAN"
"45937";"215364";;;;;;;;"CUSTOMER_ORPHAN"
"45938";"215365";;;;;;;;"CUSTOMER_ORPHAN"
"45939";"215366";;;;;;;;"CUSTOMER_ORPHAN"
"45940";"215367";;;;;;;;"CUSTOMER_ORPHAN"
"45941";"215356";;;;;;;;"CUSTOMER_ORPHAN"
"45942";"215357";;;;;;;;"CUSTOMER_ORPHAN"
"45943";"215358";;;;;;;;"CUSTOMER_ORPHAN"
"45944";"215359";;;;;;;;"CUSTOMER_ORPHAN"
"45945";"215360";;;;;;;;"CUSTOMER_ORPHAN"
"45946";"215361";;;;;;;;"CUSTOMER_ORPHAN"
"45947";"215350";;;;;;;;"CUSTOMER_ORPHAN"
"45948";"215351";;;;;;;;"CUSTOMER_ORPHAN"
"45949";"215352";;;;;;;;"CUSTOMER_ORPHAN"
"45950";"215353";;;;;;;;"CUSTOMER_ORPHAN"
"45951";"215354";;;;;;;;"CUSTOMER_ORPHAN"
"45952";"215355";;;;;;;;"CUSTOMER_ORPHAN"
"45953";"215344";;;;;;;;"CUSTOMER_ORPHAN"
"45954";"215345";;;;;;;;"CUSTOMER_ORPHAN"
"45955";"215346";;;;;;;;"CUSTOMER_ORPHAN"
"45956";"215347";;;;;;;;"CUSTOMER_ORPHAN"
"45957";"215348";;;;;;;;"CUSTOMER_ORPHAN"
"45958";"215349";;;;;;;;"CUSTOMER_ORPHAN"
